Australia,Australia,0.005847954
Australia,Australia,0.000000000
Australia,Australia,0.005837712
Australia,Australia,0.005878895
Australia,Australia,0.000000000
Australia,Australia,0.005854802
Australia,Australia,0.005837712
Australia,Australia,0.011655017
Australia,Australia,0.005837712
Australia,Australia,0.011716467
Australia,Australia,0.000000000
Australia,Australia,0.005837712
Australia,Australia,0.000000000
Australia,Australia,0.005868545
Australia,Australia,0.005827506
Australia,Australia,0.000000000
Australia,Australia,0.005824112
Australia,Australia,0.000000000
Australia,Australia,0.005854802
Australia,Australia,0.005813954
Australia,Australia,0.000000000
Australia,Australia,0.000000000
Australia,Australia,0.005824112
Australia,Australia,0.000000000
Australia,Australia,0.005854802
Australia,Australia,0.005813954
Australia,Australia,0.000000000
Australia,Australia,0.000000000
Australia,Australia,0.011682248
Australia,Australia,0.017492729
Australia,Australia,0.011682248
Australia,Australia,0.017585012
Australia,Australia,0.017462183
Australia,Australia,0.011661813
Australia,Australia,0.011634677
Australia,Australia,0.011634677
Australia,Australia,0.011682248
Australia,Australia,0.017492729
Australia,Australia,0.011682248
Australia,Australia,0.017554143
Australia,Australia,0.017462183
Australia,Australia,0.011661813
Australia,Australia,0.011634677
Australia,Australia,0.011634677
Australia,Australia,0.023296489
Australia,Australia,0.023394412
Australia,Australia,0.029191186
Australia,Australia,0.023394412
Australia,Australia,0.029345379
Australia,Australia,0.029140148
Australia,Australia,0.023353437
Australia,Australia,0.023299026
Australia,Australia,0.023299026
Australia,Australia,0.034988102
Australia,Australia,0.034988102
Australia,Australia,0.029431748
Australia,Australia,0.035193327
Australia,Australia,0.029310973
Australia,Australia,0.035172696
Australia,Australia,0.035193327
Australia,Australia,0.029379866
Australia,Australia,0.029310973
Australia,Australia,0.029310973
Australia,Australia,0.041082609
Australia,Australia,0.041034443
Australia,Australia,0.052889738
Australia,Australia,0.023512146
Australia,Australia,0.029284344
Australia,Australia,0.023415799
Australia,Australia,0.029318687
Australia,Australia,0.029284344
Australia,Australia,0.023470757
Australia,Australia,0.023415799
Australia,Australia,0.023415799
Australia,Australia,0.035159785
Australia,Australia,0.035159785
Australia,Australia,0.046944277
Australia,Australia,0.052840504
Australia,Australia,0.005836860
Australia,Australia,0.011677982
Australia,Australia,0.005850520
Australia,Australia,0.011739676
Australia,Australia,0.011657562
Australia,Australia,0.005826657
Australia,Australia,0.005826657
Australia,Australia,0.005826657
Australia,Australia,0.017495274
Australia,Australia,0.017495274
Australia,Australia,0.029198837
Australia,Australia,0.035263106
Australia,Australia,0.029348790
Australia,Australia,0.011702755
Australia,Australia,0.017492729
Australia,Australia,0.011682248
Australia,Australia,0.017554143
Australia,Australia,0.017492729
Australia,Australia,0.011682248
Australia,Australia,0.011655017
Australia,Australia,0.011655017
Australia,Australia,0.023337265
Australia,Australia,0.023296489
Australia,Australia,0.035049417
Australia,Australia,0.041034443
Australia,Australia,0.035159785
Australia,Australia,0.017525936
Australia,Australia,0.005837712
Australia,Australia,0.011655017
Australia,Australia,0.005837712
Australia,Australia,0.011716467
Australia,Australia,0.011634677
Australia,Australia,0.005827506
Australia,Australia,0.005813954
Australia,Australia,0.005813954
Australia,Australia,0.017462183
Australia,Australia,0.017462183
Australia,Australia,0.029140148
Australia,Australia,0.035193327
Australia,Australia,0.029284344
Australia,Australia,0.011657562
Australia,Australia,0.017492729
Australia,Australia,0.011682248
Australia,Australia,0.017492729
Australia,Australia,0.011682248
Australia,Australia,0.017554143
Australia,Australia,0.017462183
Australia,Australia,0.011661813
Australia,Australia,0.011634677
Australia,Australia,0.011634677
Australia,Australia,0.023296489
Australia,Australia,0.023255856
Australia,Australia,0.034988102
Australia,Australia,0.041034443
Australia,Australia,0.035159785
Australia,Australia,0.017495274
Australia,Australia,0.023296489
Australia,Australia,0.017462183
Australia,Australia,0.153893318
Australia,Australia,0.159242728
Australia,Australia,0.147682638
Australia,Australia,0.153950847
Australia,Australia,0.159242728
Australia,Australia,0.153620519
Australia,Australia,0.153258287
Australia,Australia,0.153258287
Australia,Australia,0.165234340
Australia,Australia,0.165039539
Australia,Australia,0.177277668
Australia,Australia,0.177869713
Australia,Australia,0.171880776
Australia,Australia,0.159563661
Australia,Australia,0.165039539
Australia,Australia,0.159242728
Australia,Australia,0.165039539
Australia,Australia,0.023380738
Australia,Australia,0.029208238
Australia,Australia,0.023408103
Australia,Australia,0.029362612
Australia,Australia,0.029157141
Australia,Australia,0.023339810
Australia,Australia,0.023312605
Australia,Australia,0.023312605
Australia,Australia,0.035008516
Australia,Australia,0.035008516
Australia,Australia,0.046739484
Australia,Australia,0.052920838
Australia,Australia,0.046971840
Australia,Australia,0.029181795
Australia,Australia,0.035069904
Australia,Australia,0.029157141
Australia,Australia,0.035008516
Australia,Australia,0.177382497
Australia,Australia,0.005837712
Australia,Australia,0.011655017
Australia,Australia,0.005837712
Australia,Australia,0.011695912
Australia,Australia,0.011634677
Australia,Australia,0.005827506
Australia,Australia,0.005813954
Australia,Australia,0.005813954
Australia,Australia,0.017462183
Australia,Australia,0.017431743
Australia,Australia,0.029140148
Australia,Australia,0.035152090
Australia,Australia,0.029284344
Australia,Australia,0.011657562
Australia,Australia,0.017462183
Australia,Australia,0.011634677
Australia,Australia,0.017431743
Australia,Australia,0.159055098
Australia,Australia,0.029157141
Australia,Australia,0.005836860
Australia,Australia,0.011650771
Australia,Australia,0.005836860
Australia,Australia,0.011712176
Australia,Australia,0.011630445
